"","id","genero","percepseg","victima","confianzacom","confianzapol"
"113",8034,1,1,1,1,6
"114",6941,2,4,1,2,5
"115",3410,1,1,2,2,4
"116",5723,2,4,1,3,3
"117",5471,2,4,2,4,6
"118",7716,2,4,2,4,4
"119",7223,1,2,1,3,3
"120",7868,1,3,2,2,4
"121",16,1,2,2,3,6
"122",5852,1,4,1,3,3
"123",854,2,4,1,1,4
"124",7401,2,4,2,4,1
"125",5501,1,3,1,3,1
"126",2168,1,3,1,3,6
"127",5459,2,2,2,2,2
"128",8802,2,1,2,2,7
"129",5248,1,1,2,2,1
"130",1420,2,3,1,3,6
"131",7616,1,1,2,2,6
"132",8911,1,1,2,2,5
"133",4166,2,2,1,2,4
"134",8227,1,4,2,4,1
"135",2928,2,4,2,3,4
"136",4891,2,2,1,3,5
"137",5927,2,3,2,2,4
"138",1869,1,3,1,2,4
"139",5178,1,3,2,3,4
"140",8027,2,3,2,1,4
"141",6564,2,2,2,2,4
"142",1653,2,4,1,2,4
"143",1876,2,1,2,3,7
"144",8541,2,3,2,2,3
"145",2374,1,1,2,3,3
"146",5329,2,4,2,2,5
"147",2549,1,3,2,4,1
"148",7782,1,3,2,4,1
"149",8655,1,4,2,3,2
"150",9675,1,4,2,3,7
"151",3104,1,2,2,2,2
"152",6539,2,4,1,3,3
"153",9673,2,2,2,1,3
"154",9851,1,4,2,1,5
"155",4372,2,2,2,2,3
"156",1471,1,3,2,3,2
"157",3423,1,3,2,3,4
"158",3943,2,4,1,4,7
"159",4316,1,4,2,3,2
"160",1836,2,4,1,3,1
"161",7740,1,2,2,2,6
"162",9777,1,2,2,1,4
"163",6273,2,2,2,3,5
"164",8091,1,4,1,3,3
"165",1940,2,1,2,3,6
"166",3548,2,2,2,3,6
"167",5433,1,4,1,3,3
"168",3667,1,3,2,3,5
"169",513,2,4,1,4,1
"170",383,1,3,2,2,2
"171",6293,1,4,1,3,5
"172",8893,2,3,1,3,1
"173",4383,2,3,2,3,7
"174",2088,1,2,2,2,1
"175",1378,2,2,1,1,3
"176",8647,2,3,2,4,4
"177",4692,1,3,1,1,5
"178",5935,2,3,2,3,5
"179",4056,2,3,2,2,1
"180",1488,2,4,1,4,1
"181",4564,1,1,1,1,1
"182",8741,1,3,1,4,2
"183",3815,1,3,2,2,3
"184",1716,2,3,1,3,6
"185",9734,2,2,2,1,5
"186",3350,1,2,1,2,2
"187",3128,2,3,1,3,4
"188",2569,2,2,2,3,3
"189",6548,1,3,1,2,6
"190",177,2,3,2,3,3
"191",2815,2,3,2,3,3
"192",5230,1,1,2,2,4
"193",4302,2,1,2,3,4
"194",2643,1,3,2,1,5
"195",8713,1,3,1,2,1
"196",3342,1,2,2,2,1
"197",4471,2,3,1,2,7
"198",3121,1,3,2,2,2
"199",8572,2,3,2,2,5
"200",6591,1,2,2,3,5
"201",5482,2,2,2,1,1
"202",2657,1,2,1,3,5
"203",4744,2,1,2,3,3
"204",1598,1,1,2,3,2
"205",944,1,2,2,2,5
"206",2787,2,1,2,2,6
"207",3182,2,3,2,2,5
"208",4253,2,1,2,2,6
"209",1637,1,4,2,1,2
"210",628,1,2,2,1,2
"211",2134,2,3,2,4,4
"212",729,1,2,2,2,4
"213",859,1,3,1,2,1
"214",8821,2,4,1,3,6
"215",4582,2,2,2,2,5
"216",9589,1,4,2,2,1
"217",327,2,2,2,2,4
"218",3352,2,3,2,4,1
"219",7050,2,2,2,2,4
"220",708,2,1,2,1,1
"221",2791,1,3,2,4,3
"222",6887,1,2,1,2,1
"223",720,2,2,2,2,2
"224",5263,2,4,2,3,4
"225",7501,1,2,2,2,6
"226",4378,1,2,2,3,1
"227",882,1,3,2,2,4
"228",2177,1,2,2,2,2
"229",6315,2,3,2,2,6
"230",9433,1,3,2,3,6
"231",9032,1,2,1,2,6
"232",7829,2,4,2,4,7
"233",5682,2,4,1,3,3
"234",6877,2,2,2,1,7
"235",8055,2,3,1,3,1
"236",1389,2,3,2,2,1
"237",7020,2,3,1,2,7
"238",8484,1,3,1,3,1
"239",252,2,4,2,4,3
"240",9559,1,4,2,3,5
"241",1552,1,2,2,4,1
"242",7963,2,1,2,2,6
"243",8002,1,1,2,2,4
"244",9096,1,3,2,2,6
"245",7974,2,3,1,1,6
"246",7815,1,2,2,2,5
"247",9367,1,3,2,2,2
"248",8429,1,3,2,2,6
"249",6363,1,3,2,3,1
"250",9957,1,1,2,2,6
"251",7488,2,3,2,3,5
"252",6306,1,2,1,4,1
"253",5667,2,3,2,4,1
"254",9749,2,4,2,4,1
"255",8433,1,3,2,3,1
"256",9031,1,2,1,2,1
"257",9804,2,3,2,4,1
"258",2879,2,2,2,2,1
"259",8784,1,2,1,2,1
"260",4560,1,3,1,3,1
"261",7910,2,3,2,3,6
"262",1037,2,3,2,3,1
"263",7283,2,3,1,2,4
"264",5046,1,3,2,3,2
"265",338,2,2,2,3,4
"266",5965,1,3,2,2,6
"267",2213,1,3,2,3,2
"268",5179,1,2,2,4,1
"269",4399,1,2,2,3,2
"270",6674,2,3,2,3,4
"271",51,1,4,1,3,1
"272",8305,2,2,2,2,1
"273",5082,1,3,2,4,3
"274",7067,1,2,2,3,4
"275",5969,2,2,2,2,3
"276",6050,1,1,2,2,5
"277",8126,2,4,2,3,2
"278",1579,2,1,2,4,1
"279",2203,1,2,2,3,3
"280",8619,2,4,2,2,5
"281",503,2,3,1,2,4
"282",3436,1,3,1,3,1
"283",1387,1,3,2,3,7
"284",7629,1,3,2,2,3
"285",7854,2,4,2,2,3
"286",6972,2,4,2,1,1
"287",4362,1,4,2,2,5
"288",1761,2,3,2,3,3
"289",6298,1,4,1,4,6
"290",4426,1,4,1,4,3
"291",5589,2,3,2,2,7
"292",9438,1,2,2,3,3
"293",7291,2,1,2,3,1
"294",2162,2,4,2,1,7
"295",924,1,2,1,2,5
"296",9115,2,4,1,3,1
"297",5706,2,3,1,2,2
"298",778,2,3,2,2,1
"299",8664,1,2,2,3,1
"300",3779,1,3,1,3,4
"301",9229,2,2,2,3,5
"302",2841,1,2,2,2,1
"303",681,2,2,1,2,3
"304",1400,1,3,2,2,1
"305",6465,1,2,2,2,3
"306",1558,2,1,2,3,7
"307",6347,2,3,2,4,4
"308",5859,2,3,2,3,3
"309",5450,1,2,1,1,1
"310",8223,1,2,1,1,2
"311",6462,1,2,2,3,4
"312",1402,2,2,2,3,5
"313",1324,1,3,2,1,1
"314",7094,1,3,2,1,6
"315",1525,1,1,2,1,2
"316",4499,1,4,1,2,1
"317",850,2,1,2,3,3
"318",7395,2,2,2,3,1
"319",5860,2,2,2,2,5
"320",853,1,3,2,3,5
"321",260,1,3,1,2,3
"322",5551,1,3,2,3,2
"323",3489,2,3,1,3,6
"324",2884,2,4,2,3,4
"325",8003,2,3,2,3,6
"326",8215,2,1,2,3,3
"327",7111,1,2,2,3,3
"328",3574,2,2,2,2,1
"329",5985,2,3,2,1,4
"330",2521,1,4,1,4,1
"331",5685,1,3,2,3,1
"332",6845,2,4,2,4,7
"333",2937,1,4,1,2,3
"334",6201,1,3,1,2,3
"335",1258,1,2,2,2,2
"336",9900,2,4,1,3,1
"337",9972,2,3,1,3,3
"338",8803,1,2,2,2,5
"339",5628,2,3,1,3,1
"340",1216,1,4,2,4,1
"341",8703,1,2,2,2,4
"342",2139,1,4,2,3,1
"343",6226,1,4,1,4,4
"344",6975,2,4,2,4,3
"345",7894,1,4,2,4,2
"346",735,2,4,1,3,5
"347",5903,1,3,2,2,7
"348",9962,2,3,2,2,5
"349",7405,2,4,2,3,2
"350",8288,2,3,1,3,3
"351",5522,2,2,2,3,6
"352",5137,1,4,2,4,5
"353",5565,2,3,2,2,1
"354",6944,1,2,1,2,5
"355",6660,1,4,2,2,3
"356",5315,1,3,1,2,4
"357",7037,2,3,2,2,4
"358",8586,2,3,2,3,5
"359",7344,1,3,1,3,4
"360",5865,2,3,2,3,7
"361",8351,1,3,2,4,3
"362",3921,1,4,1,1,1
"363",5431,1,2,1,3,3
"364",7841,2,4,1,1,4
"365",2320,2,4,1,3,3
"366",7034,1,2,2,3,5
"367",1498,2,4,1,4,5
"368",6443,2,3,1,1,2
"369",2949,2,3,2,3,4
"370",4877,2,4,2,2,4
"371",7499,2,3,1,3,2
"372",6457,1,4,2,2,5
"373",3115,1,4,1,4,5
"374",2529,1,4,1,2,4
"375",1406,1,2,2,2,3
"376",8948,1,4,1,3,1
"377",4200,1,3,1,2,1
"378",5858,2,3,2,3,5
"379",4809,2,3,2,2,2
"380",393,2,2,2,2,2
"381",1797,1,3,1,3,1
"382",9420,2,4,2,3,6
"383",5106,2,3,2,2,6
"384",7706,1,3,2,2,2
"385",1058,1,3,2,2,2
"386",1372,1,3,1,3,1
"387",9862,2,4,1,3,1
"388",4968,1,3,2,2,6
"389",7771,1,3,2,4,4
"390",8081,1,3,2,3,5
"391",7510,2,2,2,2,7
"392",6309,1,2,2,2,4
"393",8882,2,2,2,2,2
"394",3061,1,2,2,2,4
"395",6587,2,2,2,2,5
"396",6092,2,3,1,3,5
"397",8604,1,2,1,2,4
"398",6658,2,1,2,2,3
"399",2046,1,4,2,3,4
"400",9478,2,4,2,4,4
"401",4104,2,3,1,4,5
"402",8166,1,2,2,2,3
"403",3401,2,3,2,2,5
"404",4060,2,1,2,1,3
"405",4400,1,1,2,2,5
"406",4613,1,3,2,4,4
"407",9784,2,3,1,3,4
"408",8755,2,3,2,3,3
"409",4492,1,3,1,3,1
"410",2080,1,4,1,3,1
"411",933,2,4,1,3,2
"412",5527,2,3,2,2,5
"413",4463,1,2,2,3,5
"414",3900,2,3,2,4,7
"415",6804,2,3,1,4,2
"416",1524,2,2,2,2,4
"417",331,1,4,1,3,1
"418",1513,1,3,2,3,2
"419",8851,2,2,2,2,4
"420",7727,2,2,2,4,1
"421",9073,1,3,2,3,6
"422",5516,1,3,1,3,2
"423",942,1,3,2,3,4
"424",4755,2,2,2,2,4
"425",1432,1,2,2,3,6
"426",1370,1,2,1,2,3
"427",256,1,3,1,2,4
"428",9943,1,1,2,1,5
"429",8273,1,3,1,3,7
"430",7237,2,4,1,4,2
"431",6321,2,4,2,3,3
"432",4512,1,4,2,4,3
"433",4888,2,1,2,1,7
"434",2891,2,4,1,3,4
"435",2663,2,4,2,4,4
"436",3986,2,2,2,2,4
"437",4610,1,2,2,3,7
"438",1906,2,3,2,3,5
"439",9118,1,1,1,1,6
"440",8916,2,2,2,3,2
"441",6386,1,1,2,1,2
"442",6990,2,3,2,3,4
"443",1745,1,3,2,3,1
"444",5564,2,2,2,2,4
"445",2804,2,2,1,2,6
"446",5201,1,3,2,4,2
"447",5810,1,4,1,3,2
"448",9697,2,3,2,2,5
"449",2599,1,4,1,2,5
"450",1665,1,4,1,4,3
"451",1464,1,2,2,2,4
"452",988,2,3,2,2,5
"453",4883,1,2,2,2,7
"454",9587,1,1,2,4,4
"455",1174,1,2,2,2,4
"456",3060,1,2,2,3,3
"457",5229,2,2,1,3,6
"458",122,1,2,2,3,5
"459",340,2,3,2,3,2
"460",2968,2,3,2,4,2
"461",6573,2,2,2,3,5
"462",8682,2,1,2,4,4
"463",9086,2,4,2,4,1
"464",7392,1,2,2,2,3
"465",2687,1,2,2,1,7
"466",2499,2,2,2,3,6
"467",4776,2,4,2,4,6
"468",8191,2,4,2,4,4
"469",5702,2,2,1,3,4
"470",3993,2,1,2,3,2
"471",8031,2,4,2,1,4
"472",6494,2,2,1,3,5
"473",4622,1,4,2,4,6
"474",3701,1,2,2,3,3
"475",4243,1,2,2,3,6
"476",881,1,2,2,3,4
"477",6604,2,4,2,3,2
"478",1232,1,4,2,3,4
"479",539,1,2,2,2,4
"480",4216,1,3,2,2,3
"481",1636,2,3,2,2,4
"482",8621,1,3,2,3,5
"483",2852,2,4,1,2,1
"484",494,2,4,2,2,3
"485",135,1,4,2,4,1
"486",7859,2,2,2,1,2
"487",6903,1,3,2,2,1
"488",6134,2,2,2,4,3
"489",7756,1,4,2,3,3
"490",9392,2,3,2,3,4
"491",6588,1,2,2,3,1
"492",7964,2,2,2,3,4
"493",8854,2,3,2,4,3
"494",5999,1,2,2,2,4
"495",9042,1,2,2,1,3
"496",8149,2,4,2,3,4
"497",7485,1,4,1,2,2
"498",7018,2,3,2,3,5
"499",3895,1,4,2,3,6
"500",1840,1,4,2,4,2
"501",4486,2,3,2,2,4
"502",7154,2,3,2,3,5
"503",6057,1,1,2,1,1
"504",3904,1,4,2,4,5
"505",7813,2,2,2,4,3
"506",1532,1,2,2,1,7
"507",5002,2,3,2,2,3
"508",5265,2,4,2,4,3
"509",6762,1,3,1,2,4
"510",6613,1,4,2,2,2
"511",656,2,3,2,2,2
"512",2478,2,2,2,4,3
"513",5553,1,2,2,3,5
"514",781,1,4,1,3,6
"515",3673,2,4,2,3,3
"516",4989,2,2,2,3,7
"517",2616,1,2,2,2,5
"518",9652,1,2,1,3,1
"519",2313,1,3,2,3,3
"520",9148,1,2,1,2,4
"521",6333,2,2,2,1,5
"522",7302,1,3,1,3,3
"523",5722,2,2,2,2,2
"524",7221,2,2,2,2,4
"525",377,2,3,2,2,5
"526",3100,1,2,2,1,4
"527",6947,1,2,2,3,1
"528",3750,1,2,1,2,1
"529",112,2,3,1,3,1
"530",4928,2,4,1,3,1
"531",3,1,3,2,3,3
"532",1731,2,4,2,3,3
"533",7482,1,2,2,2,6
"534",8221,1,2,2,3,3
"535",2367,1,3,2,3,2
"536",3409,1,1,2,1,1
"537",7699,2,3,2,4,2
"538",6750,2,4,1,4,1
"539",6946,2,4,1,3,4
"540",6880,2,1,1,2,4
"541",7809,1,4,2,3,3
"542",2459,2,4,2,4,5
"543",3452,2,4,2,3,5
"544",8037,2,3,1,4,3
"545",7743,2,4,2,3,6
"546",5778,1,4,2,3,4
"547",7451,2,1,2,3,7
"548",1379,1,1,2,2,2
"549",7547,1,3,2,3,3
"550",8033,1,4,1,3,3
"551",1615,1,3,2,4,2
"552",9828,2,3,2,4,2
"553",9928,1,2,2,2,4
"554",3268,1,4,2,3,3
"555",8115,2,4,1,3,4
"556",9878,1,3,2,2,6
"557",7074,1,3,1,4,4
"558",9458,1,2,1,4,1
"559",8190,2,1,2,2,5
"560",4076,2,4,1,4,6
"561",6221,1,4,1,4,3
"562",2205,1,4,2,4,7
"563",7328,2,2,2,3,6
"564",3327,2,4,2,3,5
"565",7168,1,2,1,2,7
"566",6502,2,2,2,2,3
"567",502,2,2,2,3,4
"568",6696,2,3,2,3,4
"569",7560,2,3,2,3,4
"570",960,1,2,2,3,5
"571",9083,1,4,1,3,4
"572",581,2,2,2,2,6
"573",5572,1,1,1,4,1
"574",7981,2,3,1,3,3
"575",2988,1,4,1,4,4
"576",2875,1,4,2,3,1
"577",296,2,2,2,3,2
"578",4429,2,4,2,3,5
"579",4863,1,3,2,1,7
"580",8929,2,3,2,3,5
"581",9860,1,4,1,2,2
"582",4925,2,4,2,3,2
"583",8760,2,3,1,3,4
"584",5227,1,1,1,2,1
"585",8905,1,3,2,3,3
"586",5397,2,2,2,3,3
"587",4348,1,2,2,2,4
"588",3367,1,3,2,2,3
"589",5580,1,2,1,2,4
"590",3353,2,1,2,1,7
"591",2428,2,3,2,3,3
"592",2345,2,4,1,3,4
"593",5247,2,3,2,2,3
"594",9854,1,2,1,3,6
"595",9427,2,1,2,3,2
"596",8188,1,2,1,3,6
"597",4965,2,1,2,2,2
"598",3498,2,2,2,2,2
"599",1907,2,2,2,2,1
"600",4350,2,4,2,4,3
"601",5186,1,3,1,2,1
"602",6789,1,2,2,2,4
"603",4738,1,3,2,3,1
"604",980,1,3,2,1,5
"605",1977,1,3,1,3,6
"606",1666,2,2,2,1,4
"607",4268,2,3,2,2,4
"608",1965,2,3,2,3,1
"609",6511,2,2,2,3,4
"610",4450,1,2,1,2,1
"611",5629,1,2,2,2,2
"612",7238,2,3,2,4,5
"613",5380,1,3,1,3,2
"614",7728,1,2,2,2,4
"615",5337,1,1,2,2,5
"616",8065,1,3,2,3,5
"617",2445,1,3,2,2,2
"618",758,2,3,2,3,3
"619",4173,2,3,2,2,3
"620",3141,2,4,2,4,5
"621",9469,2,4,1,4,6
"622",2505,1,4,2,2,3
"623",9250,1,3,2,3,2
"624",6206,2,4,2,1,1
"625",3739,2,4,1,3,6
"626",3414,1,4,1,1,5
"627",4652,1,2,2,2,3
"628",2414,2,1,2,3,3
"629",5449,2,3,2,2,2
"630",3274,2,3,1,3,1
"631",3480,2,3,2,3,5
"632",8478,1,2,2,3,4
"633",5369,2,3,2,3,7
"634",9794,1,1,1,3,1
"635",8505,1,3,1,3,5
"636",8671,1,2,2,3,7
"637",3293,1,2,1,2,1
"638",8467,1,4,1,2,4
"639",9947,1,2,2,3,7
"640",8175,1,2,1,1,2
"641",1358,2,3,2,3,1
"642",7049,1,2,2,1,4
"643",1962,1,3,1,3,3
"644",2539,2,3,1,4,6
"645",3777,1,4,1,1,1
"646",3009,2,4,2,4,1
"647",7867,2,1,2,1,7
"648",2106,2,2,2,3,1
"649",8483,1,2,2,3,1
"650",1015,1,2,2,1,1
"651",1423,1,2,1,1,1
"652",5813,2,2,2,2,2
"653",9202,2,2,2,3,1
"654",8407,2,2,2,3,2
"655",3067,2,1,2,1,1
"656",9513,1,1,2,3,1
"657",8753,1,3,1,3,1
"658",8261,2,1,2,3,5
"659",297,2,1,2,1,1
"660",1796,1,4,2,4,2
"661",5156,2,4,2,2,5
"662",1275,1,2,2,3,3
"663",5679,2,3,1,3,4
"664",565,1,3,1,2,2
"665",9577,2,2,2,2,5
"666",3552,1,2,2,2,3
"667",363,1,2,1,2,4
"668",906,1,1,2,3,1
"669",1271,1,2,1,1,5
"670",9544,2,4,1,3,6
"671",5483,1,1,2,1,5
"672",6784,2,3,2,3,7
"673",2717,2,2,2,2,4
"674",3744,1,3,1,4,2
"675",8815,2,3,2,2,3
"676",8436,2,2,1,3,4
"677",6420,1,2,2,2,6
"678",3963,2,2,2,3,2
"679",3529,2,2,1,2,5
"680",6380,2,3,1,4,6
"681",6655,2,2,2,2,5
"682",8356,1,3,2,2,2
"683",8063,2,3,2,2,2
"684",6645,2,2,1,2,2
"685",3556,1,3,1,3,1
"686",4176,1,2,2,2,2
"687",5144,1,2,2,2,2
"688",4065,1,1,2,2,5
"689",6045,2,2,1,2,1
"690",8070,1,2,2,3,5
"691",4402,2,2,2,2,5
"692",3597,1,3,2,2,1
"693",6843,2,4,2,3,3
"694",5358,2,3,1,4,1
"695",9781,1,3,1,2,1
"696",648,1,4,1,2,1
"697",9241,1,4,1,4,4
"698",8869,2,3,1,4,1
"699",3120,1,3,2,4,3
"700",8926,2,3,2,3,6
"701",9335,2,3,2,3,3
"702",7381,2,3,2,4,4
"703",3170,1,2,2,3,1
"704",6145,2,3,2,2,6
"705",2661,1,3,1,3,4
"706",2485,1,4,2,3,1
"707",6955,1,3,2,1,5
"708",9700,1,3,1,3,1
"709",4034,2,2,1,3,6
"710",4328,1,3,2,3,4
"711",7995,2,3,2,3,7
"712",2573,2,1,2,2,4
"713",351,1,4,1,2,5
"714",7036,2,3,2,3,6
"715",9649,2,3,2,3,4
"716",19,1,2,2,2,1
"717",8849,1,2,2,2,4
"718",2819,1,2,2,1,1
"719",6360,1,2,2,2,1
"720",1248,2,2,2,3,1
"721",3241,2,1,2,3,3
"722",4099,2,2,2,2,1
"723",3239,2,1,2,3,1
"724",2608,2,1,2,3,7
"725",8970,2,2,2,2,5
"726",1611,2,2,2,4,1
"727",4133,2,4,2,1,1
"728",559,1,3,2,3,1
"729",4754,1,2,2,3,1
"730",6965,2,2,2,4,1
"731",2581,1,3,2,3,2
"732",1551,1,2,2,2,1
"733",1102,1,2,2,2,2
"734",3972,1,2,1,4,3
"735",2135,2,3,1,4,3
"736",6300,1,2,2,2,6
"737",5617,1,2,2,1,4
"738",2182,1,2,1,3,5
"739",4909,2,2,1,3,6
"740",5490,1,4,1,4,1
"741",818,2,4,2,3,1
"742",9339,2,2,2,2,5
"743",9219,2,4,2,3,7
"744",928,2,1,2,3,3
"745",428,2,2,2,4,5
"746",5118,1,4,2,2,4
"747",7902,1,1,2,3,4
"748",1052,2,4,1,3,2
"749",7279,1,4,2,2,1
"750",1384,2,4,2,3,4
"751",2343,2,4,2,4,5
"752",2739,2,3,1,2,2
"753",4477,1,1,2,2,4
"754",9842,1,3,2,3,2
"755",887,2,2,1,3,1
"756",4086,1,2,2,3,3
"757",9960,1,2,2,2,4
"758",2169,1,3,2,2,1
"759",5441,2,4,2,4,7
"760",2897,1,3,2,1,4
"761",5939,2,3,2,2,2
"762",3205,2,3,2,3,7
"763",9735,2,3,2,4,1
"764",7252,1,4,2,2,5
"765",719,2,4,2,3,1
"766",7081,2,2,1,2,7
"767",6285,1,3,2,3,2
"768",8925,1,2,1,2,5
"769",7268,2,1,2,3,4
"770",2421,1,1,2,2,1
"771",2633,1,2,2,3,5
"772",6795,1,4,1,2,4
"773",6424,1,4,2,3,5
"774",3917,1,4,2,3,4
"775",8552,2,4,1,2,2
"776",314,2,4,1,1,3
"777",848,2,3,1,3,5
"778",2632,2,2,2,3,5
"779",9480,1,4,1,4,1
"780",3693,2,4,2,4,1
"781",7730,1,4,1,3,2
"782",3050,2,2,2,3,3
"783",2067,1,2,2,4,4
"784",1752,1,3,2,2,5
"785",6253,1,4,1,1,2
"786",467,1,1,2,1,5
"787",2861,2,2,2,2,4
"788",1801,1,2,2,2,4
"789",7436,1,2,1,1,3
"790",3621,2,2,2,3,5
"791",5893,2,1,2,1,2
"792",1050,2,3,2,3,1
"793",8896,1,1,2,4,1
"794",6438,2,1,2,3,1
"795",1659,2,2,2,2,5
"796",2083,1,3,2,2,4
"797",6661,1,4,2,2,4
"798",1755,2,2,1,2,1
"799",114,2,2,2,3,6
"800",4261,1,4,2,3,4
"801",5595,2,4,2,3,1
"802",5003,1,2,1,1,3
"803",9114,2,3,1,3,1
"804",4903,2,2,2,2,2
"805",1122,2,3,2,2,4
"806",5464,1,2,2,2,3
"807",5031,1,2,2,3,3
"808",2351,1,4,2,3,2
"809",8667,1,4,1,2,2
"810",3646,2,3,2,2,4
"811",947,1,2,1,2,5
"812",6021,2,2,2,2,3
"813",6913,2,3,1,1,1
"814",7599,1,3,1,1,5
"815",8847,1,3,2,3,2
"816",1740,2,4,1,4,5
"817",3669,1,4,1,2,6
"818",5141,2,1,2,4,5
"819",6525,2,2,2,2,5
"820",8203,1,1,2,3,4
"821",7792,2,3,2,2,1
"822",8093,1,1,2,3,1
"823",2034,1,3,2,1,2
"824",5061,2,3,2,2,1
"825",855,1,4,2,4,1
"826",3090,1,3,1,3,5
"827",8026,1,3,2,2,1
"828",1622,1,1,2,1,7
"829",7691,1,4,1,2,4
"830",1934,1,2,2,2,1
"831",547,2,4,2,4,1
"832",4672,2,1,2,1,1
"833",9205,2,2,2,3,1
"834",5453,2,4,2,3,2
"835",3813,2,3,2,2,5
"836",153,1,2,2,2,3
"837",1887,1,3,1,3,1
"838",2675,2,1,2,2,7
"839",17,1,3,2,3,2
"840",3191,2,2,2,3,1
"841",5950,2,2,2,2,1
"842",4962,1,3,2,2,2
"843",7726,2,2,2,2,6
"844",6013,1,2,2,2,5
"845",7416,2,2,2,2,4
"846",2224,1,2,2,2,1
"847",3196,1,3,2,2,3
"848",6549,2,4,2,3,4
"849",6324,2,3,2,2,2
"850",9556,2,1,2,3,5
"851",5906,2,3,1,1,3
"852",1028,1,3,1,3,3
"853",1292,1,3,2,1,2
"854",9155,1,2,2,2,5
"855",9444,2,2,1,1,6
"856",5311,1,4,2,2,7
"857",4294,2,3,2,2,4
"858",8537,1,2,1,3,2
"859",7759,2,3,2,3,5
"860",5798,1,2,1,2,3
"861",2678,2,3,1,2,3
"862",4730,1,1,2,1,1
"863",9260,1,3,1,2,5
"864",9416,2,3,2,3,5
"865",7202,1,4,2,4,2
"866",8976,1,2,2,4,2
"867",6352,2,2,2,2,5
"868",4112,2,3,2,3,2
"869",6675,2,4,1,1,3
"870",2548,2,2,2,2,4
"871",5967,1,3,1,2,3
"872",770,1,4,1,2,5
"873",1826,2,4,1,4,1
"874",9554,1,4,2,3,4
"875",5882,1,2,1,3,4
"876",9369,1,2,2,2,7
